index,Address1,Address2,Address3,City,Condition,CountyName,EmergencyService,HospitalName,HospitalOwner,HospitalType,MeasureCode,MeasureName,PhoneNumber,ProviderNumber,Sample,Score,State,Stateavg,ZipCode 
485,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,3347742601,10021,52 patients,96%,AL,AL_SCIP-INF-2,36360
486,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),3347742601,10021,48 patients,85%,AL,AL_SCIP-INF-3,36360
487,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,3347742601,10021,0 patients,,AL,AL_SCIP-INF-4,36360
488,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),3347742601,10021,94 patients,100%,AL,AL_SCIP-INF-6,36360
489,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,3347742601,10021,50 patients,88%,AL,AL_SCIP-VTE-1,36360
490,126 HOSPITAL AVE,,,OZARK,Surgical Infection Prevention,DALE,Yes,DALE MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,3347742601,10021,50 patients,68%,AL,AL_SCIP-VTE-2,36360
491,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2569275531,10022,0 patients,,AL,AL_AMI-1,35960
492,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2569275531,10022,1 patients,100%,AL,AL_AMI-2,35960
493,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2569275531,10022,0 patients,,AL,AL_AMI-3,35960
494,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2569275531,10022,0 patients,,AL,AL_AMI-4,35960
495,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2569275531,10022,0 patients,,AL,AL_AMI-5,35960
496,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2569275531,10022,0 patients,,AL,AL_AMI-7A,35960
497,400 NORTHWOOD DR,,,CENTRE,Heart Attack,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2569275531,10022,0 patients,,AL,AL_AMI-8A,35960
498,400 NORTHWOOD DR,,,CENTRE,Heart Failure,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,2569275531,10022,35 patients,83%,AL,AL_HF-1,35960
499,400 NORTHWOOD DR,,,CENTRE,Heart Failure,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,2569275531,10022,48 patients,94%,AL,AL_HF-2,35960
500,400 NORTHWOOD DR,,,CENTRE,Heart Failure,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2569275531,10022,10 patients,90%,AL,AL_HF-3,35960
501,400 NORTHWOOD DR,,,CENTRE,Heart Failure,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,2569275531,10022,15 patients,100%,AL,AL_HF-4,35960
502,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,2569275531,10022,44 patients,93%,AL,AL_PN-2,35960
503,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,2569275531,10022,33 patients,97%,AL,AL_PN-3B,35960
504,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,2569275531,10022,20 patients,100%,AL,AL_PN-4,35960
505,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,2569275531,10022,56 patients,89%,AL,AL_PN-5C,35960
506,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),2569275531,10022,44 patients,93%,AL,AL_PN-6,35960
507,400 NORTHWOOD DR,,,CENTRE,Pneumonia,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,2569275531,10022,31 patients,81%,AL,AL_PN-7,35960
508,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,2569275531,10022,,,AL,AL_SCIP-CARD-2,35960
509,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,2569275531,10022,2 patients,0%,AL,AL_SCIP-INF-1,35960
510,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,2569275531,10022,2 patients,100%,AL,AL_SCIP-INF-2,35960
511,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2569275531,10022,1 patients,0%,AL,AL_SCIP-INF-3,35960
512,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,2569275531,10022,0 patients,,AL,AL_SCIP-INF-4,35960
513,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),2569275531,10022,6 patients,100%,AL,AL_SCIP-INF-6,35960
514,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,2569275531,10022,5 patients,100%,AL,AL_SCIP-VTE-1,35960
515,400 NORTHWOOD DR,,,CENTRE,Surgical Infection Prevention,CHEROKEE,Yes,CHEROKEE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,2569275531,10022,5 patients,100%,AL,AL_SCIP-VTE-2,35960
516,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,3342882100,10023,134 patients,100%,AL,AL_AMI-1,36116
517,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,3342882100,10023,282 patients,100%,AL,AL_AMI-2,36116
518,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3342882100,10023,53 patients,100%,AL,AL_AMI-3,36116
519,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,3342882100,10023,119 patients,100%,AL,AL_AMI-4,36116
520,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3342882100,10023,254 patients,100%,AL,AL_AMI-5,36116
521,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,3342882100,10023,0 patients,,AL,AL_AMI-7A,36116
522,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,3342882100,10023,27 patients,96%,AL,AL_AMI-8A,36116
523,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,3342882100,10023,257 patients,100%,AL,AL_HF-1,36116
524,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,3342882100,10023,292 patients,100%,AL,AL_HF-2,36116
525,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3342882100,10023,98 patients,100%,AL,AL_HF-3,36116
526,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,3342882100,10023,77 patients,100%,AL,AL_HF-4,36116
527,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,3342882100,10023,99 patients,94%,AL,AL_PN-2,36116
528,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,3342882100,10023,103 patients,96%,AL,AL_PN-3B,36116
529,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,3342882100,10023,80 patients,94%,AL,AL_PN-4,36116
530,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,3342882100,10023,101 patients,95%,AL,AL_PN-5C,36116
531,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),3342882100,10023,71 patients,90%,AL,AL_PN-6,36116
532,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,3342882100,10023,87 patients,92%,AL,AL_PN-7,36116
533,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,3342882100,10023,89 patients,97%,AL,AL_SCIP-CARD-2,36116
534,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,3342882100,10023,412 patients,97%,AL,AL_SCIP-INF-1,36116
535,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,3342882100,10023,423 patients,97%,AL,AL_SCIP-INF-2,36116
536,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),3342882100,10023,392 patients,94%,AL,AL_SCIP-INF-3,36116
537,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,3342882100,10023,125 patients,95%,AL,AL_SCIP-INF-4,36116
538,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),3342882100,10023,575 patients,100%,AL,AL_SCIP-INF-6,36116
539,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,3342882100,10023,179 patients,98%,AL,AL_SCIP-VTE-1,36116
540,2105 EAST SOUTH BOULEVARD,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,BAPTIST MEDICAL CENTER SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,3342882100,10023,179 patients,94%,AL,AL_SCIP-VTE-2,36116
541,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,3342938000,10024,111 patients,95%,AL,AL_AMI-1,36106
542,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,3342938000,10024,165 patients,92%,AL,AL_AMI-2,36106
543,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3342938000,10024,24 patients,79%,AL,AL_AMI-3,36106
544,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,3342938000,10024,65 patients,97%,AL,AL_AMI-4,36106
545,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3342938000,10024,173 patients,95%,AL,AL_AMI-5,36106
546,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,3342938000,10024,0 patients,,AL,AL_AMI-7A,36106
547,1725 PINE STREET,,,MONTGOMERY,Heart Attack,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,3342938000,10024,15 patients,40%,AL,AL_AMI-8A,36106
548,1725 PINE STREET,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,3342938000,10024,430 patients,45%,AL,AL_HF-1,36106
549,1725 PINE STREET,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,3342938000,10024,518 patients,90%,AL,AL_HF-2,36106
550,1725 PINE STREET,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3342938000,10024,146 patients,85%,AL,AL_HF-3,36106
551,1725 PINE STREET,,,MONTGOMERY,Heart Failure,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,3342938000,10024,93 patients,99%,AL,AL_HF-4,36106
552,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,3342938000,10024,243 patients,85%,AL,AL_PN-2,36106
553,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,3342938000,10024,230 patients,95%,AL,AL_PN-3B,36106
554,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,3342938000,10024,74 patients,91%,AL,AL_PN-4,36106
555,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,3342938000,10024,233 patients,88%,AL,AL_PN-5C,36106
556,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),3342938000,10024,97 patients,82%,AL,AL_PN-6,36106
557,1725 PINE STREET,,,MONTGOMERY,Pneumonia,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,3342938000,10024,184 patients,82%,AL,AL_PN-7,36106
558,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,3342938000,10024,180 patients,67%,AL,AL_SCIP-CARD-2,36106
559,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,3342938000,10024,844 patients,78%,AL,AL_SCIP-INF-1,36106
560,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,3342938000,10024,827 patients,98%,AL,AL_SCIP-INF-2,36106
561,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),3342938000,10024,817 patients,83%,AL,AL_SCIP-INF-3,36106
562,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,3342938000,10024,270 patients,72%,AL,AL_SCIP-INF-4,36106
563,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),3342938000,10024,1062 patients,97%,AL,AL_SCIP-INF-6,36106
564,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,3342938000,10024,263 patients,92%,AL,AL_SCIP-VTE-1,36106
565,1725 PINE STREET,,,MONTGOMERY,Surgical Infection Prevention,MONTGOMERY,Yes,JACKSON HOSPITAL & CLINIC INC,Voluntary non-profit - Private,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,3342938000,10024,259 patients,87%,AL,AL_SCIP-VTE-2,36106
566,4800 48TH ST,,,VALLEY,Heart Attack,CHAMBERS,Yes,G H LANIER MEMORIAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,3347561400,10025,24 patients,92%,AL,AL_AMI-1,36854
567,4800 48TH ST,,,VALLEY,Heart Attack,CHAMBERS,Yes,G H LANIER MEMORIAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,3347561400,10025,10 patients,90%,AL,AL_AMI-2,36854
568,4800 48TH ST,,,VALLEY,Heart Attack,CHAMBERS,Yes,G H LANIER MEMORIAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3347561400,10025,1 patients,100%,AL,AL_AMI-3,36854
